DATE_KEY, FULL_DATE , YEAR, MONTH, DAY, WEEKDAY, IS_WEEKEND
20120524, 2012-05-24, 2012,     5,  24,       4, False
20120525, 2012-05-25, 2012,     5,  25,       5, False
20120526, 2012-05-26, 2012,     5,  26,       6, True
20120527, 2012-05-27, 2012,     5,  27,       7, True
20120528, 2012-05-28, 2012,     5,  28,       1, False
20120529, 2012-05-29, 2012,     5,  29,       2, False
20120530, 2012-05-30, 2012,     5,  30,       3, False
20120531, 2012-05-31, 2012,     5,  31,       4, False
20120601, 2012-06-01, 2012,     6,   1,       5, False
20120602, 2012-06-02, 2012,     6,   2,       6, True
20120603, 2012-06-03, 2012,     6,   3,       7, True
20120604, 2012-06-04, 2012,     6,   4,       1, False
20120605, 2012-06-05, 2012,     6,   5,       2, False
20120606, 2012-06-06, 2012,     6,   6,       3, False
20120607, 2012-06-07, 2012,     6,   7,       4, False
20120608, 2012-06-08, 2012,     6,   8,       5, False
20120609, 2012-06-09, 2012,     6,   9,       6, True
20120610, 2012-06-10, 2012,     6,  10,       7, True
20120611, 2012-06-11, 2012,     6,  11,       1, False
20120612, 2012-06-12, 2012,     6,  12,       2, False
20120613, 2012-06-13, 2012,     6,  13,       3, False
20120614, 2012-06-14, 2012,     6,  14,       4, False
20120615, 2012-06-15, 2012,     6,  15,       5, False
20120616, 2012-06-16, 2012,     6,  16,       6, True
20120617, 2012-06-17, 2012,     6,  17,       7, True
20120618, 2012-06-18, 2012,     6,  18,       1, False
20120619, 2012-06-19, 2012,     6,  19,       2, False
20120620, 2012-06-20, 2012,     6,  20,       3, False
20120621, 2012-06-21, 2012,     6,  21,       4, False
20120622, 2012-06-22, 2012,     6,  22,       5, False
20120623, 2012-06-23, 2012,     6,  23,       6, True
20120624, 2012-06-24, 2012,     6,  24,       7, True
20120625, 2012-06-25, 2012,     6,  25,       1, False
20120626, 2012-06-26, 2012,     6,  26,       2, False
20120627, 2012-06-27, 2012,     6,  27,       3, False
20120628, 2012-06-28, 2012,     6,  28,       4, False
20120629, 2012-06-29, 2012,     6,  29,       5, False
20120630, 2012-06-30, 2012,     6,  30,       6, True
20120701, 2012-07-01, 2012,     7,   1,       7, True
20120702, 2012-07-02, 2012,     7,   2,       1, False
20120703, 2012-07-03, 2012,     7,   3,       2, False
20120704, 2012-07-04, 2012,     7,   4,       3, False
20120705, 2012-07-05, 2012,     7,   5,       4, False
20120706, 2012-07-06, 2012,     7,   6,       5, False
20120707, 2012-07-07, 2012,     7,   7,       6, True
20120708, 2012-07-08, 2012,     7,   8,       7, True
20120709, 2012-07-09, 2012,     7,   9,       1, False
20120710, 2012-07-10, 2012,     7,  10,       2, False
20120711, 2012-07-11, 2012,     7,  11,       3, False
20120712, 2012-07-12, 2012,     7,  12,       4, False
20120713, 2012-07-13, 2012,     7,  13,       5, False
20120714, 2012-07-14, 2012,     7,  14,       6, True
20120715, 2012-07-15, 2012,     7,  15,       7, True
20120716, 2012-07-16, 2012,     7,  16,       1, False
20120717, 2012-07-17, 2012,     7,  17,       2, False
20120718, 2012-07-18, 2012,     7,  18,       3, False
20120719, 2012-07-19, 2012,     7,  19,       4, False
20120720, 2012-07-20, 2012,     7,  20,       5, False
20120721, 2012-07-21, 2012,     7,  21,       6, True
20120722, 2012-07-22, 2012,     7,  22,       7, True
20120723, 2012-07-23, 2012,     7,  23,       1, False
20120724, 2012-07-24, 2012,     7,  24,       2, False
20120725, 2012-07-25, 2012,     7,  25,       3, False
20120726, 2012-07-26, 2012,     7,  26,       4, False
20120727, 2012-07-27, 2012,     7,  27,       5, False
20120728, 2012-07-28, 2012,     7,  28,       6, True
20120729, 2012-07-29, 2012,     7,  29,       7, True
20120730, 2012-07-30, 2012,     7,  30,       1, False
20120731, 2012-07-31, 2012,     7,  31,       2, False
20120801, 2012-08-01, 2012,     8,   1,       3, False
20120802, 2012-08-02, 2012,     8,   2,       4, False
20120803, 2012-08-03, 2012,     8,   3,       5, False
20120804, 2012-08-04, 2012,     8,   4,       6, True
20120805, 2012-08-05, 2012,     8,   5,       7, True
20120806, 2012-08-06, 2012,     8,   6,       1, False
20120807, 2012-08-07, 2012,     8,   7,       2, False
20120808, 2012-08-08, 2012,     8,   8,       3, False
20120809, 2012-08-09, 2012,     8,   9,       4, False
20120810, 2012-08-10, 2012,     8,  10,       5, False
20120811, 2012-08-11, 2012,     8,  11,       6, True
20120812, 2012-08-12, 2012,     8,  12,       7, True
20120813, 2012-08-13, 2012,     8,  13,       1, False
20120814, 2012-08-14, 2012,     8,  14,       2, False
20120815, 2012-08-15, 2012,     8,  15,       3, False
20120816, 2012-08-16, 2012,     8,  16,       4, False
20120817, 2012-08-17, 2012,     8,  17,       5, False
20120818, 2012-08-18, 2012,     8,  18,       6, True
20120819, 2012-08-19, 2012,     8,  19,       7, True
20120820, 2012-08-20, 2012,     8,  20,       1, False
20120821, 2012-08-21, 2012,     8,  21,       2, False
20120822, 2012-08-22, 2012,     8,  22,       3, False
20120823, 2012-08-23, 2012,     8,  23,       4, False
20120824, 2012-08-24, 2012,     8,  24,       5, False
20120825, 2012-08-25, 2012,     8,  25,       6, True
20120826, 2012-08-26, 2012,     8,  26,       7, True
20120827, 2012-08-27, 2012,     8,  27,       1, False
20120828, 2012-08-28, 2012,     8,  28,       2, False
20120829, 2012-08-29, 2012,     8,  29,       3, False
20120830, 2012-08-30, 2012,     8,  30,       4, False
20120831, 2012-08-31, 2012,     8,  31,       5, False
20120901, 2012-09-01, 2012,     9,   1,       6, True
20120902, 2012-09-02, 2012,     9,   2,       7, True
20120903, 2012-09-03, 2012,     9,   3,       1, False
20120904, 2012-09-04, 2012,     9,   4,       2, False
20120905, 2012-09-05, 2012,     9,   5,       3, False
20120906, 2012-09-06, 2012,     9,   6,       4, False
20120907, 2012-09-07, 2012,     9,   7,       5, False
20120908, 2012-09-08, 2012,     9,   8,       6, True
20120909, 2012-09-09, 2012,     9,   9,       7, True
20120910, 2012-09-10, 2012,     9,  10,       1, False
20120911, 2012-09-11, 2012,     9,  11,       2, False
20120912, 2012-09-12, 2012,     9,  12,       3, False
20120913, 2012-09-13, 2012,     9,  13,       4, False
20120914, 2012-09-14, 2012,     9,  14,       5, False
20120915, 2012-09-15, 2012,     9,  15,       6, True
20120916, 2012-09-16, 2012,     9,  16,       7, True
20120917, 2012-09-17, 2012,     9,  17,       1, False
20120918, 2012-09-18, 2012,     9,  18,       2, False
20120919, 2012-09-19, 2012,     9,  19,       3, False
20120920, 2012-09-20, 2012,     9,  20,       4, False
20120921, 2012-09-21, 2012,     9,  21,       5, False
20120922, 2012-09-22, 2012,     9,  22,       6, True
20120923, 2012-09-23, 2012,     9,  23,       7, True
20120924, 2012-09-24, 2012,     9,  24,       1, False
20120925, 2012-09-25, 2012,     9,  25,       2, False
20120926, 2012-09-26, 2012,     9,  26,       3, False
20120927, 2012-09-27, 2012,     9,  27,       4, False
20120928, 2012-09-28, 2012,     9,  28,       5, False
20120929, 2012-09-29, 2012,     9,  29,       6, True
20120930, 2012-09-30, 2012,     9,  30,       7, True
20121001, 2012-10-01, 2012,    10,   1,       1, False
20121002, 2012-10-02, 2012,    10,   2,       2, False
20121003, 2012-10-03, 2012,    10,   3,       3, False
20121004, 2012-10-04, 2012,    10,   4,       4, False
20121005, 2012-10-05, 2012,    10,   5,       5, False
20121006, 2012-10-06, 2012,    10,   6,       6, True
20121007, 2012-10-07, 2012,    10,   7,       7, True
20121008, 2012-10-08, 2012,    10,   8,       1, False
20121009, 2012-10-09, 2012,    10,   9,       2, False
20121010, 2012-10-10, 2012,    10,  10,       3, False
20121011, 2012-10-11, 2012,    10,  11,       4, False
20121012, 2012-10-12, 2012,    10,  12,       5, False
20121013, 2012-10-13, 2012,    10,  13,       6, True
20121014, 2012-10-14, 2012,    10,  14,       7, True
20121015, 2012-10-15, 2012,    10,  15,       1, False
20121016, 2012-10-16, 2012,    10,  16,       2, False
20121017, 2012-10-17, 2012,    10,  17,       3, False
20121018, 2012-10-18, 2012,    10,  18,       4, False
20121019, 2012-10-19, 2012,    10,  19,       5, False
20121020, 2012-10-20, 2012,    10,  20,       6, True
20121021, 2012-10-21, 2012,    10,  21,       7, True
20121022, 2012-10-22, 2012,    10,  22,       1, False
20121023, 2012-10-23, 2012,    10,  23,       2, False
20121024, 2012-10-24, 2012,    10,  24,       3, False
20121025, 2012-10-25, 2012,    10,  25,       4, False
20121026, 2012-10-26, 2012,    10,  26,       5, False
20121027, 2012-10-27, 2012,    10,  27,       6, True
20121028, 2012-10-28, 2012,    10,  28,       7, True
20121029, 2012-10-29, 2012,    10,  29,       1, False
20121030, 2012-10-30, 2012,    10,  30,       2, False
20121031, 2012-10-31, 2012,    10,  31,       3, False
20121101, 2012-11-01, 2012,    11,   1,       4, False
20121102, 2012-11-02, 2012,    11,   2,       5, False
20121103, 2012-11-03, 2012,    11,   3,       6, True
20121104, 2012-11-04, 2012,    11,   4,       7, True
20121105, 2012-11-05, 2012,    11,   5,       1, False
20121106, 2012-11-06, 2012,    11,   6,       2, False
20121107, 2012-11-07, 2012,    11,   7,       3, False
20121108, 2012-11-08, 2012,    11,   8,       4, False
20121109, 2012-11-09, 2012,    11,   9,       5, False
20121110, 2012-11-10, 2012,    11,  10,       6, True
20121111, 2012-11-11, 2012,    11,  11,       7, True
20121112, 2012-11-12, 2012,    11,  12,       1, False
20121113, 2012-11-13, 2012,    11,  13,       2, False
20121114, 2012-11-14, 2012,    11,  14,       3, False
20121115, 2012-11-15, 2012,    11,  15,       4, False
20121116, 2012-11-16, 2012,    11,  16,       5, False
20121117, 2012-11-17, 2012,    11,  17,       6, True
20121118, 2012-11-18, 2012,    11,  18,       7, True
20121119, 2012-11-19, 2012,    11,  19,       1, False
20121120, 2012-11-20, 2012,    11,  20,       2, False
20121121, 2012-11-21, 2012,    11,  21,       3, False
20121122, 2012-11-22, 2012,    11,  22,       4, False
20121123, 2012-11-23, 2012,    11,  23,       5, False
20121124, 2012-11-24, 2012,    11,  24,       6, True
20121125, 2012-11-25, 2012,    11,  25,       7, True
20121126, 2012-11-26, 2012,    11,  26,       1, False
20121127, 2012-11-27, 2012,    11,  27,       2, False
20121128, 2012-11-28, 2012,    11,  28,       3, False
20121129, 2012-11-29, 2012,    11,  29,       4, False
20121130, 2012-11-30, 2012,    11,  30,       5, False
20121201, 2012-12-01, 2012,    12,   1,       6, True
20121202, 2012-12-02, 2012,    12,   2,       7, True
20121203, 2012-12-03, 2012,    12,   3,       1, False
20121204, 2012-12-04, 2012,    12,   4,       2, False
20121205, 2012-12-05, 2012,    12,   5,       3, False
20121206, 2012-12-06, 2012,    12,   6,       4, False
20121207, 2012-12-07, 2012,    12,   7,       5, False
20121208, 2012-12-08, 2012,    12,   8,       6, True
20121209, 2012-12-09, 2012,    12,   9,       7, True
20121210, 2012-12-10, 2012,    12,  10,       1, False
20121211, 2012-12-11, 2012,    12,  11,       2, False
20121212, 2012-12-12, 2012,    12,  12,       3, False
20121213, 2012-12-13, 2012,    12,  13,       4, False
20121214, 2012-12-14, 2012,    12,  14,       5, False
20121215, 2012-12-15, 2012,    12,  15,       6, True
20121216, 2012-12-16, 2012,    12,  16,       7, True
20121217, 2012-12-17, 2012,    12,  17,       1, False
20121218, 2012-12-18, 2012,    12,  18,       2, False
20121219, 2012-12-19, 2012,    12,  19,       3, False
20121220, 2012-12-20, 2012,    12,  20,       4, False
20121221, 2012-12-21, 2012,    12,  21,       5, False
20121222, 2012-12-22, 2012,    12,  22,       6, True
20121223, 2012-12-23, 2012,    12,  23,       7, True
20121224, 2012-12-24, 2012,    12,  24,       1, False
20121225, 2012-12-25, 2012,    12,  25,       2, False
20121226, 2012-12-26, 2012,    12,  26,       3, False
20121227, 2012-12-27, 2012,    12,  27,       4, False
20121228, 2012-12-28, 2012,    12,  28,       5, False
20121229, 2012-12-29, 2012,    12,  29,       6, True
20121230, 2012-12-30, 2012,    12,  30,       7, True
20121231, 2012-12-31, 2012,    12,  31,       1, False
